word,bFrequency,bWeight,gFrequency,gWeight,start
overcame,2,0,0,0,FALSE
carnelian,2,0,0,0,FALSE
rainbow,2,0,0,0,FALSE
emerald,2,0,0,0,FALSE
purchased,2,0,0,0,FALSE
generals,2,0,3,2,FALSE
censer,2,0,0,0,FALSE
euphrates,2,0,0,0,FALSE
riders,2,0,0,0,FALSE
sour,2,0,1,1,FALSE
sweet,2,0,0,0,FALSE
measuring,2,0,0,0,FALSE
spewed,2,0,0,0,FALSE
overtake,2,0,0,0,FALSE
blasphemous,2,0,0,0,FALSE
captivity,2,0,0,0,FALSE
harpists,2,0,0,0,FALSE
harps,2,0,0,0,FALSE
maddening,2,0,0,0,FALSE
swung,2,0,0,0,FALSE
stadia,2,0,0,0,FALSE
glittering,2,0,0,0,FALSE
haunt,2,0,0,0,FALSE
zerah,1,0,0,0,FALSE
tamar,1,0,0,0,FALSE
ruth,1,0,0,0,FALSE
uriah,1,0,0,0,FALSE
immanuel,1,0,0,0,FALSE
union,1,0,3,2,FALSE
route,1,0,0,0,FALSE
outwitted,1,0,0,0,FALSE
boys,1,0,0,0,FALSE
ramah,1,0,0,0,FALSE
rachel,1,0,0,0,FALSE
refusing,1,0,2,1,FALSE
archelaus,1,0,0,0,FALSE
reigning,1,0,0,0,FALSE
deter,1,0,0,0,FALSE
lighting,1,0,0,0,FALSE
meek,1,0,0,0,FALSE
raca,1,0,0,0,FALSE
answerable,1,0,0,0,FALSE
lustfully,1,0,0,0,FALSE
anythingbeyondthiscomes,1,0,0,0,FALSE
sue,1,0,0,0,FALSE
mile,1,0,0,0,FALSE
borrow,1,0,0,0,FALSE
announce,1,0,0,0,FALSE
babbling,1,0,0,0,FALSE
somber,1,0,0,0,FALSE
disfigure,1,0,0,0,FALSE
forwhereyourtreasureisthereyour,1,0,0,0,FALSE
sums,1,0,0,0,FALSE
ferocious,1,0,0,0,FALSE
crash,1,0,0,0,FALSE
infirmities,1,0,0,0,FALSE
gadarenes,1,0,0,0,FALSE
preserved,1,0,0,0,FALSE
noisy,1,0,0,0,FALSE
helpless,1,0,1,1,FALSE
instructing,1,0,0,0,FALSE
forcefully,1,0,0,0,FALSE
denounce,1,0,0,0,FALSE
bruised,1,0,0,0,FALSE
smoldering,1,0,0,0,FALSE
wick,1,0,0,0,FALSE
snuff,1,0,0,0,FALSE
careless,1,0,0,0,FALSE
acquitted,1,0,0,0,FALSE
belly,1,0,0,0,FALSE
unoccupied,1,0,0,0,FALSE
snatches,1,0,0,0,FALSE
sprouted,1,0,0,0,FALSE
comefrom,1,0,0,0,FALSE
bundles,1,0,0,0,FALSE
weed,1,0,0,0,FALSE
merchant,1,0,1,1,FALSE
buffeted,1,0,0,0,FALSE
offended,1,0,0,0,FALSE
canaanite,1,0,0,0,FALSE
terribly,1,0,0,0,FALSE
magadan,1,0,0,0,FALSE
weather,1,0,0,0,FALSE
stormy,1,0,0,0,FALSE
overcast,1,0,0,0,FALSE
forgot,1,0,0,0,FALSE
gains,1,0,2,1,FALSE
forfeits,1,0,0,0,FALSE
facedown,1,0,0,0,FALSE
exempt,1,0,0,0,FALSE
wanders,1,0,0,0,FALSE
settlement,1,0,0,0,FALSE
grabbed,1,0,0,0,FALSE
jailers,1,0,0,0,FALSE
eunuchs,1,0,0,0,FALSE
teacherwhatgoodthingmusti,1,0,0,0,FALSE
hire,1,0,0,0,FALSE
foreman,1,0,0,0,FALSE
unfair,1,0,0,0,FALSE
kneeling,1,0,0,0,FALSE
foal,1,0,0,0,FALSE
ordained,1,0,4,2,FALSE
wither,1,0,0,0,FALSE
morethanthefirsttimeandthetenants,1,0,0,0,FALSE
wretches,1,0,0,0,FALSE
rent,1,0,1,1,FALSE
butchered,1,0,0,0,FALSE
opinion,1,0,0,0,FALSE
hang,1,0,0,0,FALSE
loads,1,0,0,0,FALSE
phylacteries,1,0,0,0,FALSE
tassels,1,0,0,0,FALSE
dwells,1,0,5,3,FALSE
dill,1,0,0,0,FALSE
cummin,1,0,0,0,FALSE
neglected,1,0,0,0,FALSE
neglecting,1,0,0,0,FALSE
strain,1,0,0,0,FALSE
gnat,1,0,0,0,FALSE
swallow,1,0,1,1,FALSE
decorate,1,0,0,0,FALSE
berekiah,1,0,0,0,FALSE
daniel,1,0,0,0,FALSE
flight,1,0,0,0,FALSE
carcass,1,0,0,0,FALSE
mill,1,0,0,0,FALSE
drowsy,1,0,0,0,FALSE
trimmed,1,0,0,0,FALSE
hole,1,0,0,0,FALSE
harvesting,1,0,0,0,FALSE
bankers,1,0,0,0,FALSE
separates,1,0,0,0,FALSE
legions,1,0,0,0,FALSE
slapped,1,0,0,0,FALSE
gateway,1,0,0,0,FALSE
accent,1,0,0,0,FALSE
remorse,1,0,0,0,FALSE
hanged,1,0,0,0,FALSE
notorious,1,0,0,0,FALSE
starting,1,0,0,0,FALSE
gall,1,0,0,0,FALSE
tasting,1,0,1,1,FALSE
posting,1,0,0,0,FALSE
clasped,1,0,1,1,FALSE
devised,1,0,0,0,FALSE
stole,1,0,0,0,FALSE
circulated,1,0,0,0,FALSE
doubted,1,0,0,0,FALSE
stoop,1,0,0,0,FALSE
shriek,1,0,0,0,FALSE
sunset,1,0,0,0,FALSE
digging,1,0,0,0,FALSE
abiathar,1,0,0,0,FALSE
idumea,1,0,0,0,FALSE
pushing,1,0,0,0,FALSE
designating,1,0,0,0,FALSE
boanerges,1,0,0,0,FALSE
circle,1,0,0,0,FALSE
multiplying,1,0,0,0,FALSE
sprouts,1,0,0,0,FALSE
describe,1,0,1,1,FALSE
shade,1,0,0,0,FALSE
cushion,1,0,0,0,FALSE
irons,1,0,0,0,FALSE
subdue,1,0,1,1,FALSE
doctors,1,0,0,0,FALSE
ignoring,1,0,0,0,FALSE
loudly,1,0,0,0,FALSE
talitha,1,0,0,0,FALSE
koum,1,0,0,0,FALSE
grudge,1,0,0,0,FALSE
military,1,0,0,0,FALSE
commanders,1,0,0,0,FALSE
executioner,1,0,0,0,FALSE
chance,1,0,0,0,FALSE
hundreds,1,0,0,0,FALSE
fifties,1,0,0,0,FALSE
oars,1,0,0,0,FALSE
anchored,1,0,0,0,FALSE
cups,1,0,0,0,FALSE
pitchers,1,0,0,0,FALSE
kettles,1,0,0,0,FALSE
corban,1,0,0,0,FALSE
lewdness,1,0,0,0,FALSE
evils,1,0,0,0,FALSE
fingers,1,0,0,0,FALSE
sigh,1,0,0,0,FALSE
ephphatha,1,0,0,0,FALSE
loosened,1,0,0,0,FALSE
distribute,1,0,0,0,FALSE
dalmanutha,1,0,0,0,FALSE
sighed,1,0,0,0,FALSE
dazzling,1,0,0,0,FALSE
whiter,1,0,0,0,FALSE
bleach,1,0,0,0,FALSE
restores,1,0,0,0,FALSE
gnashes,1,0,0,0,FALSE
rigid,1,0,0,0,FALSE
childhood,1,0,0,0,FALSE
scene,1,0,0,0,FALSE
shrieked,1,0,0,0,FALSE
convulsed,1,0,0,0,FALSE
corpse,1,0,0,0,FALSE
pluck,1,0,0,0,FALSE
salted,1,0,0,0,FALSE
defraud,1,0,0,0,FALSE
bartimaeus,1,0,0,0,FALSE
timaeus,1,0,0,0,FALSE
cheer,1,0,0,0,FALSE
shortly,1,0,0,0,FALSE
doorway,1,0,0,0,FALSE
leaf,1,0,1,1,FALSE
merchandise,1,0,0,0,FALSE
badly,1,0,0,0,FALSE
mistaken,1,0,0,0,FALSE
debating,1,0,0,0,FALSE
wisely,1,0,0,0,FALSE
fraction,1,0,0,0,FALSE
massive,1,0,0,0,FALSE
magnificent,1,0,0,0,FALSE
indignantly,1,0,0,0,FALSE
customary,1,0,0,0,FALSE
saddened,1,0,0,0,FALSE
dips,1,0,0,0,FALSE
emphatically,1,0,0,0,FALSE
warmed,1,0,0,0,FALSE
statements,1,0,0,0,FALSE
girls,1,0,0,0,FALSE
entryway,1,0,0,0,FALSE
insurrectionists,1,0,0,0,FALSE
uprising,1,0,0,0,FALSE
usually,1,0,0,0,FALSE
homage,1,0,0,0,FALSE
theybroughtjesustotheplacecalled,1,0,0,0,FALSE
summoning,1,0,0,0,FALSE
sunrise,1,0,0,0,FALSE
bewildered,1,0,3,2,FALSE
refusal,1,0,0,0,FALSE
undertaken,1,0,1,1,FALSE
investigated,1,0,0,0,FALSE
blamelessly,1,0,0,0,FALSE
gripped,1,0,0,0,FALSE
fermented,1,0,0,0,FALSE
besureofthisiamanoldmanandmy,1,0,0,0,FALSE
seclusion,1,0,1,1,FALSE
overshadow,1,0,0,0,FALSE
extends,1,0,0,0,FALSE
inmost,1,0,0,0,FALSE
tablet,1,0,0,0,FALSE
astonishment,1,0,0,0,FALSE
horn,1,0,0,0,FALSE
augustus,1,0,0,0,FALSE
issued,1,0,0,0,FALSE
quirinius,1,0,0,0,FALSE
pondered,1,0,0,0,FALSE
glorifying,1,0,0,0,FALSE
pigeons,1,0,0,0,FALSE
consolation,1,0,0,0,FALSE
dismiss,1,0,0,0,FALSE
pierce,1,0,1,1,FALSE
anna,1,0,0,0,FALSE
phanuel,1,0,0,0,FALSE
eighty,1,0,0,0,FALSE
anxiously,1,0,1,1,FALSE
stature,1,0,0,0,FALSE
fifteenth,1,0,1,1,FALSE
tiberius,1,0,0,0,FALSE
iturea,1,0,0,0,FALSE
traconitis,1,0,0,0,FALSE
lysanias,1,0,0,0,FALSE
abilene,1,0,0,0,FALSE
tunics,1,0,0,0,FALSE
extort,1,0,0,0,FALSE
expectantly,1,0,0,0,FALSE
exhorted,1,0,0,0,FALSE
heli,1,0,0,0,FALSE
jannai,1,0,0,0,FALSE
amos,1,0,0,0,FALSE
nahum,1,0,0,0,FALSE
esli,1,0,0,0,FALSE
naggai,1,0,0,0,FALSE
maath,1,0,0,0,FALSE
semein,1,0,0,0,FALSE
josech,1,0,0,0,FALSE
joda,1,0,0,0,FALSE
joanan,1,0,0,0,FALSE
rhesa,1,0,0,0,FALSE
neri,1,0,0,0,FALSE
addi,1,0,0,0,FALSE
cosam,1,0,0,0,FALSE
elmadam,1,0,0,0,FALSE
er,1,0,0,0,FALSE
eliezer,1,0,0,0,FALSE
jorim,1,0,0,0,FALSE
jonam,1,0,0,0,FALSE
melea,1,0,0,0,FALSE
menna,1,0,0,0,FALSE
mattatha,1,0,0,0,FALSE
nathan,1,0,0,0,FALSE
terah,1,0,0,0,FALSE
nahor,1,0,0,0,FALSE
serug,1,0,0,0,FALSE
reu,1,0,0,0,FALSE
peleg,1,0,0,0,FALSE
eber,1,0,0,0,FALSE
shelah,1,0,0,0,FALSE
cainan,1,0,0,0,FALSE
arphaxad,1,0,0,0,FALSE
shem,1,0,0,0,FALSE
lamech,1,0,0,0,FALSE
methuselah,1,0,0,0,FALSE
jared,1,0,0,0,FALSE
mahalalel,1,0,0,0,FALSE
kenan,1,0,0,0,FALSE
enosh,1,0,0,0,FALSE
seth,1,0,0,0,FALSE
instant,1,0,0,0,FALSE
unrolling,1,0,0,0,FALSE
quote,1,0,0,0,FALSE
proverb,1,0,0,0,FALSE
physician,1,0,0,0,FALSE
zarephath,1,0,0,0,FALSE
elisha,1,0,0,0,FALSE
naaman,1,0,0,0,FALSE
brow,1,0,0,0,FALSE
cliff,1,0,0,0,FALSE
ha,1,0,0,0,FALSE
injuring,1,0,0,0,FALSE
signaled,1,0,0,0,FALSE
tiles,1,0,0,0,FALSE
match,1,0,0,0,FALSE
rub,1,0,0,0,FALSE
kernels,1,0,0,0,FALSE
leap,1,0,0,0,FALSE
repayment,1,0,0,0,FALSE
lap,1,0,1,1,FALSE
briers,1,0,0,0,FALSE
nain,1,0,0,0,FALSE
coffin,1,0,0,0,FALSE
touching,1,0,1,1,FALSE
moneylender,1,0,0,0,FALSE
kissing,1,0,0,0,FALSE
forgives,1,0,0,0,FALSE
cuza,1,0,0,0,FALSE
susanna,1,0,0,0,FALSE
moisture,1,0,0,0,FALSE
yielded,1,0,0,0,FALSE
persevering,1,0,0,0,FALSE
hides,1,0,0,0,FALSE
subsided,1,0,0,0,FALSE
worn,1,0,0,0,FALSE
repeatedly,1,0,0,0,FALSE
pressing,1,0,0,0,FALSE
unnoticed,1,0,0,0,FALSE
cure,1,0,0,0,FALSE
onto,1,0,0,0,FALSE
sleepy,1,0,0,0,FALSE
screams,1,0,0,0,FALSE
convulsions,1,0,0,0,FALSE
scarcely,1,0,2,1,FALSE
marveling,1,0,0,0,FALSE
hewhoisleastamongyouall,1,0,0,0,FALSE
heisthe,1,0,0,0,FALSE
resolutely,1,0,0,0,FALSE
plow,1,0,0,0,FALSE
sticks,1,0,0,0,FALSE
bandaged,1,0,0,0,FALSE
pouring,1,0,0,0,FALSE
innkeeper,1,0,0,0,FALSE
reimburse,1,0,0,0,FALSE
distracted,1,0,0,0,FALSE
worried,1,0,0,0,FALSE
upset,1,0,0,0,FALSE
egg,1,0,0,0,FALSE
overpowers,1,0,0,0,FALSE
divides,1,0,0,0,FALSE
ninevites,1,0,0,0,FALSE
lighted,1,0,0,0,FALSE
rue,1,0,0,0,FALSE
herbs,1,0,0,0,FALSE
undone,1,0,0,0,FALSE
unmarked,1,0,0,0,FALSE
fiercely,1,0,0,0,FALSE
besiege,1,0,0,0,FALSE
trampling,1,0,0,0,FALSE
pennies,1,0,0,0,FALSE
arbiter,1,0,0,0,FALSE
consist,1,0,0,0,FALSE
merry,1,0,0,0,FALSE
thisishowitwillbewithanyonewho,1,0,0,0,FALSE
stores,1,0,0,0,FALSE
ravens,1,0,0,0,FALSE
purses,1,0,0,0,FALSE
recline,1,0,0,0,FALSE
allowance,1,0,0,0,FALSE
menservants,1,0,0,0,FALSE
maidservants,1,0,0,0,FALSE
undergo,1,0,1,1,FALSE
magistrate,1,0,0,0,FALSE
drag,1,0,0,0,FALSE
fertilize,1,0,0,0,FALSE
infirmity,1,0,0,0,FALSE
stall,1,0,0,0,FALSE
opponents,1,0,0,0,FALSE
perched,1,0,0,0,FALSE
closes,1,0,0,0,FALSE
fox,1,0,0,0,FALSE
dropsy,1,0,0,0,FALSE
distinguished,1,0,1,1,FALSE
lowest,1,0,0,0,FALSE
luncheon,1,0,0,0,FALSE
excuses,1,0,0,0,FALSE
alleys,1,0,0,0,FALSE
lanes,1,0,0,0,FALSE
estimate,1,0,0,0,FALSE
ridicule,1,0,1,1,FALSE
manure,1,0,0,0,FALSE
muttered,1,0,0,0,FALSE
pods,1,0,0,0,FALSE
starving,1,0,0,0,FALSE
dancing,1,0,0,0,FALSE
slaving,1,0,0,0,FALSE
management,1,0,0,0,FALSE
bushels,1,0,0,0,FALSE
shrewdly,1,0,0,0,FALSE
dwellings,1,0,0,0,FALSE
handling,1,0,0,0,FALSE
sneering,1,0,0,0,FALSE
licked,1,0,0,0,FALSE
dip,1,0,0,0,FALSE
tip,1,0,1,1,FALSE
cool,1,0,1,1,FALSE
lifetime,1,0,0,0,FALSE
chasm,1,0,0,0,FALSE
fixed,1,0,9,6,FALSE
mulberry,1,0,0,0,FALSE
plowing,1,0,0,0,FALSE
observation,1,0,0,0,FALSE
planting,1,0,0,0,FALSE
rained,1,0,0,0,FALSE
preserve,1,0,0,0,FALSE
plea,1,0,0,0,FALSE
eventually,1,0,0,0,FALSE
breast,1,0,0,0,FALSE
"stealdonotgivefalsetestimony,honor",1,0,0,0,FALSE
youstilllackonethingselleverything,1,0,0,0,FALSE
wealthy,1,0,0,0,FALSE
sycamore,1,0,0,0,FALSE
mutter,1,0,0,0,FALSE
reaping,1,0,0,0,FALSE
embankment,1,0,0,0,FALSE
encircle,1,0,0,0,FALSE
hem,1,0,0,0,FALSE
pretended,1,0,0,0,FALSE
honest,1,0,0,0,FALSE
duplicity,1,0,0,0,FALSE
childless,1,0,0,0,FALSE
responded,1,0,0,0,FALSE
beware,1,0,0,0,FALSE
remarking,1,0,0,0,FALSE
adorned,1,0,0,0,FALSE
dedicated,1,0,1,1,FALSE
revolutions,1,0,0,0,FALSE
pestilences,1,0,0,0,FALSE
prisons,1,0,0,0,FALSE
adversaries,1,0,0,0,FALSE
contradict,1,0,0,0,FALSE
perplexity,1,0,0,0,FALSE
tossing,1,0,0,0,FALSE
faint,1,0,1,1,FALSE
apprehensive,1,0,0,0,FALSE
drawing,1,0,2,1,FALSE
sprout,1,0,0,0,FALSE
anxieties,1,0,1,1,FALSE
unexpectedly,1,0,0,0,FALSE
desired,1,0,0,0,FALSE
decreed,1,0,0,0,FALSE
benefactors,1,0,2,1,FALSE
youngest,1,0,0,0,FALSE
confer,1,0,0,0,FALSE
sift,1,0,0,0,FALSE
transgressors,1,0,0,0,FALSE
sweat,1,0,0,0,FALSE
drops,1,0,0,0,FALSE
betraying,1,0,0,0,FALSE
firelight,1,0,0,0,FALSE
asserted,1,0,0,0,FALSE
mocking,1,0,0,0,FALSE
insulting,1,0,0,0,FALSE
subverting,1,0,0,0,FALSE
stirs,1,0,0,0,FALSE
jurisdiction,1,0,0,0,FALSE
plied,1,0,0,0,FALSE
vehemently,1,0,0,0,FALSE
ridiculed,1,0,0,0,FALSE
dressing,1,0,0,0,FALSE
elegant,1,0,0,0,FALSE
inciting,1,0,0,0,FALSE
insistently,1,0,0,0,FALSE
prevailed,1,0,0,0,FALSE
surrendered,1,0,1,1,FALSE
wailed,1,0,0,0,FALSE
wombs,1,0,2,1,FALSE
perfumes,1,0,0,0,FALSE
gleamed,1,0,0,0,FALSE
fright,1,0,0,0,FALSE
nonsense,1,0,0,0,FALSE
bending,1,0,0,0,FALSE
emmaus,1,0,0,0,FALSE
cleopas,1,0,0,0,FALSE
visitor,1,0,0,0,FALSE
sentenced,1,0,0,0,FALSE
disappeared,1,0,0,0,FALSE
broiled,1,0,0,0,FALSE
levites,1,0,0,0,FALSE
ascending,1,0,0,0,FALSE
involve,1,0,1,1,FALSE
brim,1,0,0,0,FALSE
drawn,1,0,1,1,FALSE
cheaper,1,0,0,0,FALSE
exchanging,1,0,0,0,FALSE
cords,1,0,0,0,FALSE
recalled,1,0,0,0,FALSE
ruling,1,0,0,0,FALSE
verdict,1,0,0,0,FALSE
aenon,1,0,0,0,FALSE
salim,1,0,0,0,FALSE
developed,1,0,0,0,FALSE
attends,1,0,1,1,FALSE
certified,1,0,0,0,FALSE
gaining,1,0,0,0,FALSE
sychar,1,0,0,0,FALSE
tired,1,0,0,0,FALSE
herds,1,0,0,0,FALSE
welling,1,0,0,0,FALSE
harvests,1,0,0,0,FALSE
reaped,1,0,0,0,FALSE
benefits,1,0,0,0,FALSE
pointed,1,0,0,0,FALSE
departed,1,0,0,0,FALSE
bethesda,1,0,0,0,FALSE
colonnades,1,0,0,0,FALSE
forbids,1,0,0,0,FALSE
shows,1,0,0,0,FALSE
weightier,1,0,0,0,FALSE
study,1,0,6,4,FALSE
bite,1,0,0,0,FALSE
rowed,1,0,0,0,FALSE
learns,1,0,2,1,FALSE
purposely,1,0,0,0,FALSE
tabernacles,1,0,0,0,FALSE
widespread,1,0,0,0,FALSE
halfway,1,0,0,0,FALSE
studied,1,0,0,0,FALSE
appearances,1,0,0,0,FALSE
concluded,1,0,0,0,FALSE
retorted,1,0,0,0,FALSE
questioning,1,0,1,1,FALSE
stooped,1,0,0,0,FALSE
rejoiced,1,0,0,0,FALSE
slipping,1,0,0,0,FALSE
saliva,1,0,0,0,FALSE
steeped,1,0,0,0,FALSE
climbs,1,0,0,0,FALSE
robber,1,0,1,1,FALSE
watchman,1,0,0,0,FALSE
pasture,1,0,0,0,FALSE
abandons,1,0,1,1,FALSE
raving,1,0,0,0,FALSE
mad,1,0,0,0,FALSE
sayings,1,0,0,0,FALSE
arrival,1,0,0,0,FALSE
cave,1,0,0,0,FALSE
odor,1,0,0,0,FALSE
accomplishing,1,0,0,0,FALSE
ephraim,1,0,0,0,FALSE
pint,1,0,0,0,FALSE
keeper,1,0,0,0,FALSE
intoit,1,0,0,0,FALSE
thundered,1,0,0,0,FALSE
overtakes,1,0,0,0,FALSE
deadened,1,0,0,0,FALSE
basin,1,0,0,0,FALSE
drying,1,0,0,0,FALSE
bath,1,0,0,0,FALSE
referring,1,0,0,0,FALSE
heel,1,0,0,0,FALSE
leaning,1,0,0,0,FALSE
dipping,1,0,0,0,FALSE
cuts,1,0,0,0,FALSE
prunes,1,0,0,0,FALSE
figures,1,0,0,0,FALSE
metobewithmewhereiamandto,1,0,0,0,FALSE
kidron,1,0,0,0,FALSE
guiding,1,0,0,0,FALSE
torches,1,0,0,0,FALSE
lanterns,1,0,0,0,FALSE
malchus,1,0,0,0,FALSE
advised,1,0,0,0,FALSE
crow,1,0,0,0,FALSE
uncleanness,1,0,0,0,FALSE
execute,1,0,0,0,FALSE
pavement,1,0,0,0,FALSE
gabbatha,1,0,0,0,FALSE
latin,1,0,0,0,FALSE
undergarment,1,0,0,0,FALSE
remaining,1,0,1,1,FALSE
seamless,1,0,0,0,FALSE
woven,1,0,0,0,FALSE
clopas,1,0,0,0,FALSE
soaked,1,0,0,0,FALSE
crosses,1,0,0,0,FALSE
spear,1,0,0,0,FALSE
sudden,1,0,0,0,FALSE
mixture,1,0,0,0,FALSE
aloes,1,0,0,0,FALSE
outran,1,0,0,0,FALSE
folded,1,0,2,1,FALSE
rabboni,1,0,0,0,FALSE
nail,1,0,0,0,FALSE
nails,1,0,0,0,FALSE
doubting,1,0,0,0,FALSE
haul,1,0,0,0,FALSE
towing,1,0,0,0,FALSE
yards,1,0,0,0,FALSE
breakfast,1,0,0,0,FALSE
rumor,1,0,0,0,FALSE
convincing,1,0,1,1,FALSE
proofs,1,0,0,0,FALSE
headlong,1,0,1,1,FALSE
intestines,1,0,0,0,FALSE
spilled,1,0,0,0,FALSE
akeldama,1,0,0,0,FALSE
proposed,1,0,0,0,FALSE
apostolic,1,0,0,0,FALSE
bewilderment,1,0,0,0,FALSE
parthians,1,0,0,0,FALSE
medes,1,0,0,0,FALSE
elamites,1,0,0,0,FALSE
residents,1,0,0,0,FALSE
libya,1,0,0,0,FALSE
visitors,1,0,0,0,FALSE
arabs,1,0,0,0,FALSE
declaring,1,0,0,0,FALSE
fun,1,0,0,0,FALSE
joel,1,0,0,0,FALSE
dreams,1,0,0,0,FALSE
billows,1,0,0,0,FALSE
accredited,1,0,0,0,FALSE
freeing,1,0,0,0,FALSE
enjoying,1,0,1,1,FALSE
ankles,1,0,0,0,FALSE
jumping,1,0,0,0,FALSE
stare,1,0,0,0,FALSE
refreshing,1,0,0,0,FALSE
cripple,1,0,0,0,FALSE
unschooled,1,0,0,0,FALSE
withdraw,1,0,1,1,FALSE
miraculously,1,0,0,0,FALSE
andeverythinginthem,1,0,0,0,FALSE
conspire,1,0,0,0,FALSE
lands,1,0,0,0,FALSE
sales,1,0,0,0,FALSE
sapphira,1,0,0,0,FALSE
beds,1,0,0,0,FALSE
securely,1,0,0,0,FALSE
theudas,1,0,0,0,FALSE
rallied,1,0,0,0,FALSE
dispersed,1,0,0,0,FALSE
band,1,0,0,0,FALSE
advise,1,0,1,1,FALSE
hebraic,1,0,0,0,FALSE
distribution,1,0,1,1,FALSE
proposal,1,0,0,0,FALSE
procorus,1,0,0,0,FALSE
nicanor,1,0,0,0,FALSE
timon,1,0,0,0,FALSE
parmenas,1,0,0,0,FALSE
nicolas,1,0,0,0,FALSE
freedmen,1,0,0,0,FALSE
provinces,1,0,0,0,FALSE
chaldeans,1,0,0,0,FALSE
hamor,1,0,0,0,FALSE
treacherously,1,0,0,0,FALSE
educated,1,0,0,0,FALSE
mistreating,1,0,0,0,FALSE
midian,1,0,0,0,FALSE
trembled,1,0,1,1,FALSE
oppression,1,0,0,0,FALSE
shrine,1,0,0,0,FALSE
molech,1,0,0,0,FALSE
rephan,1,0,0,0,FALSE
stiff,1,0,0,0,FALSE
necked,1,0,0,0,FALSE
gnashed,1,0,0,0,FALSE
yelling,1,0,0,0,FALSE
deathon,1,0,0,0,FALSE
shrieks,1,0,0,0,FALSE
paralytics,1,0,0,0,FALSE
cripples,1,0,0,0,FALSE
gaza,1,0,0,0,FALSE
ethiopian,1,0,0,0,FALSE
candace,1,0,0,0,FALSE
ethiopians,1,0,0,0,FALSE
explains,1,0,0,0,FALSE
theslaughterandasalambbeforethe,1,0,0,0,FALSE
shearer,1,0,0,0,FALSE
humiliation,1,0,0,0,FALSE
deprived,1,0,1,1,FALSE
goodnewsaboutjesus,1,0,0,0,FALSE
azotus,1,0,0,0,FALSE
murderous,1,0,0,0,FALSE
neared,1,0,0,0,FALSE
breathing,1,0,0,0,FALSE
placing,1,0,0,0,FALSE
regained,1,0,0,0,FALSE
havoc,1,0,0,0,FALSE
baffled,1,0,0,0,FALSE
conspired,1,0,0,0,FALSE
debated,1,0,0,0,FALSE
bedridden,1,0,0,0,FALSE
heals,1,0,0,0,FALSE
sharon,1,0,0,0,FALSE
italian,1,0,0,0,FALSE
distinctly,1,0,0,0,FALSE
memorial,1,0,0,0,FALSE
downstairs,1,0,0,0,FALSE
hesitate,1,0,0,0,FALSE
objection,1,0,0,0,FALSE
criticized,1,0,0,0,FALSE
precisely,1,0,0,0,FALSE
hesitation,1,0,0,0,FALSE
objections,1,0,0,0,FALSE
unto,1,0,13,8,FALSE
christians,1,0,0,0,FALSE
intending,1,0,0,0,FALSE
proceeded,1,0,0,0,FALSE
handing,1,0,0,0,FALSE
squads,1,0,0,0,FALSE
sentries,1,0,0,0,FALSE
wrists,1,0,0,0,FALSE
wrap,1,0,0,0,FALSE
clutches,1,0,0,0,FALSE
anticipating,1,0,0,0,FALSE
knocked,1,0,0,0,FALSE
rhoda,1,0,0,0,FALSE
insisting,1,0,0,0,FALSE
secured,1,0,0,0,FALSE
blastus,1,0,0,0,FALSE
personal,1,0,9,6,FALSE
depended,1,0,0,0,FALSE
worms,1,0,0,0,FALSE
mission,1,0,0,0,FALSE
niger,1,0,0,0,FALSE
manaen,1,0,0,0,FALSE
fasted,1,0,0,0,FALSE
seleucia,1,0,0,0,FALSE
salamis,1,0,0,0,FALSE
bar,1,0,0,0,FALSE
sergius,1,0,0,0,FALSE
paulus,1,0,0,0,FALSE
perverting,1,0,0,0,FALSE
groped,1,0,0,0,FALSE
overthrew,1,0,0,0,FALSE
kish,1,0,0,0,FALSE
ruled,1,0,2,1,FALSE
pisidian,1,0,0,0,FALSE
prosper,1,0,0,0,FALSE
psalm,1,0,0,0,FALSE
decayed,1,0,0,0,FALSE
incited,1,0,0,0,FALSE
expelled,1,0,0,0,FALSE
effectively,1,0,0,0,FALSE
poisoned,1,0,0,0,FALSE
enabling,1,0,0,0,FALSE
sided,1,0,0,0,FALSE
afoot,1,0,0,0,FALSE
wreaths,1,0,0,0,FALSE
sacrificing,1,0,1,1,FALSE
pisidia,1,0,0,0,FALSE
converted,1,0,0,0,FALSE
necks,1,0,0,0,FALSE
difficult,1,0,8,5,FALSE
earliest,1,0,0,0,FALSE
authorization,1,0,0,0,FALSE
troubling,1,0,0,0,FALSE
farewell,1,0,0,0,FALSE
disagreement,1,0,0,0,FALSE
parted,1,0,0,0,FALSE
concluding,1,0,0,0,FALSE
samothrace,1,0,0,0,FALSE
neapolis,1,0,0,0,FALSE
colony,1,0,0,0,FALSE
dealer,1,0,0,0,FALSE
fortune,1,0,3,2,FALSE
stocks,1,0,0,0,FALSE
flew,1,0,0,0,FALSE
sirs,1,0,0,0,FALSE
escort,1,0,0,0,FALSE
appease,1,0,0,0,FALSE
requesting,1,0,0,0,FALSE
amphipolis,1,0,0,0,FALSE
apollonia,1,0,0,0,FALSE
explaining,1,0,0,0,FALSE
rounded,1,0,0,0,FALSE
characters,1,0,0,0,FALSE
defying,1,0,0,0,FALSE
decrees,1,0,0,0,FALSE
turmoil,1,0,0,0,FALSE
post,1,0,0,0,FALSE
bereans,1,0,0,0,FALSE
agitating,1,0,0,0,FALSE
thebrothersimmediatelysentpaulto,1,0,0,0,FALSE
epicurean,1,0,0,0,FALSE
